Store,Customers,DayOfWeek,Open,Promo,Sales,SchoolHoliday,StateHoliday,AverageDailySales,AverageDailyCustomer,SalesPerCustomer
767,482393,3766,784,360,4722348,159,24,6023.40306122449,615.297193877551,9.789420659089165
658,466330,3766,779,360,4719829,170,29,6058.83055198973,598.6264441591784,10.121221023738554
746,397568,3766,781,360,4716888,193,27,6039.549295774648,509.04993597951346,11.864355280103027
351,404164,3766,779,360,4710510,170,29,6046.867779204108,518.8241335044929,11.654947001712177
984,574511,3766,776,360,4708162,170,29,6067.219072164949,740.3492268041238,8.195077204788072
119,521332,3766,784,360,4707987,159,24,6005.085459183673,664.9642857142857,9.030688697413549
1015,383638,3766,779,360,4705183,150,29,6040.029525032092,492.4749679075738,12.264642710054792
88,478523,3766,780,360,4699058,168,29,6024.433333333333,613.4910256410257,9.819920881545924
657,594536,3766,776,360,4698459,170,29,6054.715206185567,766.1546391752578,7.902732551098672
534,354298,3033,623,286,4684684,124,29,7519.556982343499,568.6966292134831,13.222439867004612
627,480797,3766,781,360,4679168,193,27,5991.252240717029,615.617157490397,9.732107313481574
38,417034,3766,779,360,4677617,170,29,6004.643132220795,535.3453145057766,11.21639242843509
92,426158,3766,779,360,4671417,170,29,5996.684210526316,547.0577663671373,10.961701997850563
859,451729,3033,622,286,4667332,124,29,7503.749196141479,726.2524115755627,10.332150470746841
550,387883,3766,781,360,4665403,193,27,5973.627400768246,496.6491677336748,12.027861494316586
869,678666,3766,780,360,4659180,172,31,5973.307692307692,870.0846153846154,6.865203207468769
734,440954,3766,779,360,4658828,170,29,5980.523748395379,566.0513478818999,10.565337881048817
939,449101,3766,779,360,4656745,170,29,5977.849807445443,576.5096277278562,10.369037254426065
803,378421,3766,769,360,4650665,193,27,6047.678803641093,492.0949284785436,12.289658871997062
135,421569,3766,781,360,4648837,193,27,5952.416133162612,539.7810499359795,11.027464068752684
321,456662,3766,780,360,4647488,172,31,5958.317948717949,585.4641025641025,10.177085021306787
93,470169,3766,779,360,4646872,170,29,5965.175866495507,603.5545571245186,9.883407880995982
235,391382,3766,781,360,4635585,193,27,5935.44814340589,501.12932138284253,11.844144595305865
1000,423675,3033,622,286,4635525,124,29,7452.612540192926,681.1495176848874,10.941228536024076
275,466063,3033,622,286,4630070,124,29,7443.842443729904,749.2974276527331,9.934429465544358
829,617709,3766,781,360,4624043,193,27,5920.669654289372,790.9206145966709,7.48579509121609
227,430968,3766,768,360,4623704,170,29,6020.447916666667,561.15625,10.728648066677804
433,530762,3766,862,360,4621066,159,24,5360.865429234339,615.7331786542924,8.706474841831179
810,380807,3766,779,360,4619798,150,29,5930.421052631579,488.8408215661104,12.131599471648368
635,465439,3766,780,360,4609211,168,29,5909.244871794872,596.7166666666667,9.902932500284678
621,628261,3766,779,360,4608739,170,29,5916.224646983312,806.4967907573813,7.335707611963818
653,389640,3766,779,360,4608178,170,29,5915.504492939666,500.17971758664953,11.826758033056155
52,313176,3033,622,286,4607742,124,29,7407.945337620578,503.4983922829582,14.712947352287532
932,455455,3033,623,286,4607215,124,29,7395.208667736758,731.0674157303371,10.115631621126127
836,554940,3766,780,360,4606682,172,31,5906.002564102564,711.4615384615385,8.301225357696328
834,501318,3766,784,360,4600937,173,24,5868.5420918367345,639.4362244897959,9.177681631220103
393,457473,3766,779,360,4598489,170,29,5903.06675224647,587.2567394094993,10.051935305471579
87,578159,3766,784,360,4598287,173,24,5865.161989795918,737.4477040816327,7.9533259881797225
31,459464,3766,784,360,4596143,159,24,5862.427295918367,586.0510204081633,10.003271202966936
281,430929,3766,784,360,4594724,159,24,5860.617346938776,549.6543367346939,10.662368974935546
559,585217,3766,780,360,4588710,168,29,5882.961538461538,750.2782051282052,7.841040161170985
115,343372,3033,622,286,4585191,124,29,7371.689710610933,552.0450160771704,13.353421362254348
516,592467,3766,779,360,4579807,170,29,5879.084724005134,760.5481386392811,7.730062602642848
606,486724,3766,784,360,4577941,173,24,5839.210459183673,620.8214285714286,9.405620022846623
385,407132,3033,622,286,4570779,124,29,7348.519292604502,654.5530546623794,11.226774117485238
402,480033,3766,780,360,4569233,168,29,5857.991025641026,615.4269230769231,9.518581014221938
221,433356,3766,784,360,4564321,159,24,5821.838010204082,552.75,10.532497530898384
476,506843,3766,780,360,4564251,172,31,5851.6038461538465,649.7987179487179,9.005256065487735
929,557548,3766,784,360,4559231,159,24,5815.345663265306,711.1581632653061,8.177288771549714
823,446881,3766,784,360,4549069,159,24,5802.383928571428,570.0012755102041,10.179598148052838
175,541515,3766,784,360,4535086,169,24,5784.548469387755,690.7079081632653,8.374811408732906
166,636652,3766,779,360,4533193,170,29,5819.24646983312,817.2682926829268,7.120362458611612
647,531153,3766,784,360,4527267,159,24,5774.5752551020405,677.4910714285714,8.523470638403623
517,494050,3766,759,360,4525491,193,27,5962.438735177866,650.9222661396575,9.159985831393584
860,572462,3766,782,360,4521003,169,24,5781.333759590792,732.0485933503836,7.897472670675084
912,594778,3766,784,360,4520528,159,24,5765.9795918367345,758.6454081632653,7.600361815669039
454,551135,3766,780,360,4519416,168,29,5794.123076923077,706.5833333333334,8.200197773685213
813,505237,3766,777,360,4514925,155,32,5810.714285714285,650.2406692406693,8.936251699697369
744,505061,3033,605,286,4511526,124,29,7457.067768595041,834.8115702479339,8.932635859826833
294,598265,3766,781,360,4506589,193,27,5770.280409731114,766.0243277848912,7.5327639089701055
725,466760,3766,784,360,4505981,159,24,5747.4247448979595,595.3571428571429,9.653742822863999
641,419152,3766,779,360,4490386,170,29,5764.295250320924,538.0641848523749,10.713025346413712
1081,709444,3766,757,360,4485164,173,24,5924.919418758256,937.1783355350066,6.322083208822684
991,418129,3766,779,360,4484520,170,29,5756.765083440308,536.7509627727857,10.725206814165006
633,341963,3033,622,286,4482889,124,29,7207.2170418006435,549.7797427652733,13.109280828627659
1108,460408,3766,780,360,4482599,172,31,5746.921794871795,590.2666666666667,9.736144897569112
113,434973,3033,622,286,4477826,124,29,7199.077170418006,699.3135048231511,10.294491842022378
190,408097,3033,622,286,4477750,124,29,7198.954983922829,656.104501607717,10.972268847847449
855,477358,3766,777,360,4477596,155,32,5762.671814671815,614.3603603603603,9.379953829201563
253,538066,3766,779,360,4476698,170,29,5746.724005134788,690.7137355584082,8.319979333390327
160,436723,3766,781,360,4475644,193,27,5730.658130601792,559.1843790012804,10.248244310466818
748,379885,3766,779,360,4469650,170,29,5737.6765083440305,487.65725288831834,11.765797543993576
773,618439,3766,781,360,4464281,193,27,5716.108834827145,791.8553137003842,7.2186278679061315
910,447385,3766,780,360,4452869,168,29,5708.80641025641,573.5705128205128,9.953103032064107
992,546190,3766,779,360,4452757,170,29,5715.991014120667,701.1424903722722,8.152395686482725
950,435793,3766,775,360,4450296,155,32,5742.317419354838,562.3135483870968,10.211949251135287
585,676591,3766,784,360,4449323,159,24,5675.156887755102,862.9987244897959,6.576089543017865
356,338618,3766,777,360,4443882,155,32,5719.281853281854,435.8018018018018,13.123584688350885
511,635509,3766,784,360,4439259,209,24,5662.320153061224,810.5982142857143,6.985359766738158
324,562953,3766,780,360,4436629,168,29,5687.985897435898,721.7346153846154,7.880993617584417
935,470734,3766,784,360,4430153,159,24,5650.705357142857,600.4260204081633,9.411160018184367
591,387507,3766,777,360,4429448,155,32,5700.705276705276,498.72200772200773,11.430627059640212
283,446799,3033,622,286,4425007,124,29,7114.1591639871385,718.3263665594856,9.903797904650638
292,541196,3766,766,360,4422953,173,24,5774.090078328982,706.5221932114882,8.172553012217385
471,367107,3033,622,286,4422266,124,29,7109.752411575562,590.2041800643087,12.046258992609784
659,535041,3766,781,360,4407938,193,27,5643.966709346991,685.0717029449423,8.238505086526079
243,594010,3033,623,286,4407146,124,29,7074.07062600321,953.4670947030497,7.419312806181714
391,530324,3766,768,360,4392619,170,29,5719.555989583333,690.5260416666666,8.282896870592317
413,553592,3033,622,286,4390211,124,29,7058.2170418006435,890.0192926045016,7.930409037702857
10,465661,3766,784,360,4365642,209,24,5568.4209183673465,593.9553571428571,9.37515059238373
690,617086,3766,779,360,4354600,170,29,5589.987163029525,792.1514762516047,7.056714947349316
1102,439429,3033,622,286,4353993,124,29,6999.988745980708,706.4774919614148,9.908296903481563
498,550201,3033,622,286,4351844,124,29,6996.5337620578775,884.5675241157556,7.909553054247448
312,420688,3766,781,360,4348731,193,27,5568.157490396927,538.6530089628682,10.337188129920511
81,349252,3033,622,286,4345098,124,29,6985.688102893891,561.4983922829582,12.441154238200497
8,516027,3766,784,360,4342857,159,24,5539.3584183673465,658.1977040816327,8.415949165450645
397,584418,3766,779,360,4342834,170,29,5574.883183568678,750.2156611039794,7.431040796142487
172,540457,3033,622,286,4342600,124,29,6981.672025723473,868.9019292604502,8.035051817258358
301,467376,3766,784,360,4342138,159,24,5538.441326530612,596.1428571428571,9.29045992947862
537,469489,3766,777,360,4335799,155,32,5580.178893178893,604.2329472329473,9.235145019372126
717,435789,3766,779,360,4325705,170,29,5552.894736842105,559.421052631579,9.926145451124283
91,477638,3766,778,360,4324904,155,32,5559.002570694088,613.9305912596401,9.054773698910052
152,484073,3766,779,360,4317171,170,29,5541.939666238768,621.403080872914,8.918429658336656
409,424611,3766,781,360,4316867,193,27,5527.358514724712,543.6760563380282,10.166639583053666
398,481859,3766,784,360,4309274,159,24,5496.522959183673,614.6160714285714,8.94301860087702
711,318552,3033,623,286,4307666,124,29,6914.39165329053,511.3194221508828,13.522646224164344
774,559318,3766,784,360,4307095,159,24,5493.743622448979,713.4158163265306,7.700619325678773
564,380646,3766,779,360,4306402,170,29,5528.115532734275,488.6341463414634,11.313404055211404
141,475445,3766,777,360,4305156,155,32,5540.741312741313,611.8983268983269,9.055003207521375
735,424583,3766,780,360,4304462,168,29,5518.541025641026,544.3371794871795,10.138093140799326
59,441060,3766,782,360,4302026,167,25,5501.312020460358,564.0153452685422,9.753833945494945
23,375818,3766,779,360,4300299,150,29,5520.281129653402,482.43645699614893,11.442504084423843
6,495483,3766,780,360,4297758,172,31,5509.946153846154,635.2346153846154,8.673875793922294
436,481058,3766,780,360,4297398,172,31,5509.484615384616,616.7410256410257,8.933222189424145
44,501806,3766,784,360,4295144,173,24,5478.5,640.0586734693877,8.559371549961538
341,584355,3766,779,360,4293485,170,29,5511.534017971759,750.1347881899871,7.3473915684814886
833,394316,3766,779,360,4293342,150,29,5511.350449293966,506.18228498074456,10.888074539202062
14,491913,3766,779,360,4291174,170,29,5508.567394094994,631.4672657252888,8.723440933661033
155,411372,3033,623,286,4290509,124,29,6886.852327447833,660.3081861958267,10.429754577365498
563,545236,3766,776,360,4278470,170,29,5513.492268041237,702.6237113402062,7.847005700283914
782,399793,3766,779,360,4275775,150,29,5488.799743260591,513.2130937098844,10.694972148086634
21,401213,3766,777,360,4259763,155,32,5482.320463320463,516.3616473616473,10.61721080822406
191,444020,3033,622,286,4253819,124,29,6838.9372990353695,713.8585209003215,9.580241880996352
79,435499,3766,777,360,4253485,155,32,5474.240669240669,560.4877734877734,9.766922541727995
1096,493156,3766,779,360,4250632,170,29,5456.523748395379,633.0629011553274,8.619244214812351
451,358216,3766,781,360,4248112,193,27,5439.3239436619715,458.66325224071704,11.859079438104384
612,264263,3033,623,286,4246423,124,29,6816.088282504013,424.1781701444623,16.068927545664735
1001,485624,3766,782,360,4239004,167,25,5420.721227621483,621.002557544757,8.72898374050706
885,565894,3766,776,360,4235932,170,29,5458.6752577319585,729.2448453608248,7.485380654327489
806,326751,3033,622,286,4234755,124,29,6808.287781350482,525.323151125402,12.960189869350055
631,500538,3766,784,360,4233841,159,24,5400.307397959184,638.4413265306123,8.458580567309575
334,437907,3766,779,360,4228712,170,29,5428.385109114249,562.1399229781772,9.656643990619013
1029,591023,3766,780,360,4224868,168,29,5416.497435897436,757.7217948717948,7.148398624080619
1016,389650,3766,779,360,4213934,170,29,5409.414634146341,500.19255455712454,10.81466444244835
695,400312,3766,779,360,4201243,170,29,5393.123234916559,513.8793324775353,10.494921461260217
530,680230,3766,906,360,4198697,159,24,4634.323399558499,750.8057395143488,6.172466665686606
949,389579,3766,784,360,4194405,173,24,5350.006377551021,496.9119897959184,10.766506921574315
114,476770,3766,784,360,4191703,167,25,5346.559948979592,608.125,8.7918765861946
257,495496,3766,784,360,4183099,173,24,5335.585459183673,632.0102040816327,8.442245749713418
771,428572,3033,622,286,4181091,124,29,6722.011254019292,689.0225080385852,9.755865992178677
1008,561855,3766,784,360,4179585,169,24,5331.103316326531,716.6517857142857,7.438903275756201
916,546736,3766,776,360,4176608,170,29,5382.226804123711,704.5567010309278,7.639167715314155
305,396325,3766,781,360,4176274,193,27,5347.341869398208,507.4583866837388,10.537498265312559
1100,514503,3766,771,360,4167374,170,29,5405.1543450064855,667.3190661478599,8.099805054586659
923,501835,3766,784,360,4167230,173,24,5315.344387755102,640.0956632653061,8.30398437733518
45,323582,3766,779,360,4166458,150,29,5348.469833119384,415.38125802310657,12.876049965696485
193,607349,3766,777,360,4166302,155,32,5362.036036036036,781.6589446589446,6.859815361513726
419,668016,3766,784,360,4163948,173,24,5311.158163265306,852.0612244897959,6.2333057890828965
953,424309,3766,782,360,4162942,167,25,5323.455242966752,542.5946291560102,9.811109356624536
447,485603,3766,784,360,4161176,159,24,5307.622448979592,619.391581632653,8.569090388650812
519,438316,3766,784,360,4160155,159,24,5306.320153061224,559.0765306122449,9.491223227078182
800,388966,3766,779,360,4157860,150,29,5337.432605905006,499.31450577663674,10.689520420807987
581,457777,3766,779,360,4154967,150,29,5333.718870346598,587.6469833119384,9.076399644368328
51,309126,3033,622,286,4152028,124,29,6675.286173633441,496.9871382636656,13.431506893629136
249,421584,3766,784,360,4144086,159,24,5285.823979591837,537.734693877551,9.829799043606968
182,326297,3766,781,360,4142935,193,27,5304.654289372599,417.79385403329064,12.696822220247197
53,444300,3766,784,360,4127609,159,24,5264.807397959184,566.7091836734694,9.29013954535224
367,425547,3766,784,360,4119323,159,24,5254.238520408163,542.7895408163265,9.68006589166414
30,603828,3766,777,360,4114046,170,29,5294.782496782497,777.1274131274131,6.813274641122969
176,492327,3766,779,360,4111700,170,29,5278.177150192554,631.9987163029525,8.351563087135176
131,435381,3766,779,360,4109540,170,29,5275.404364569961,558.8973042362003,9.43895117150266
899,438759,3766,780,360,4109286,172,31,5268.315384615385,562.5115384615384,9.365701900131963
295,521352,3766,777,360,4106780,155,32,5285.4311454311455,670.980694980695,7.87717319584465
244,420927,3766,779,360,4106186,170,29,5271.098844672657,540.3427471116817,9.75510242868716
512,959539,3033,745,286,4105679,124,29,5510.978523489933,1287.971812080537,4.278803675515013
1098,553080,3766,780,360,4102408,172,31,5259.497435897436,709.0769230769231,7.417386273233529
443,381307,3766,780,360,4095855,172,31,5251.096153846154,488.8551282051282,10.741620269231879
418,428005,3766,776,360,4094061,170,29,5275.851804123711,551.5528350515464,9.565451338185301
670,435070,3033,621,286,4092358,124,29,6589.94847020934,700.5958132045089,9.406205897901486
1111,351883,3766,779,360,4091076,170,29,5251.702182284981,451.7111681643132,11.626239403438074
752,357872,3766,779,360,4091043,170,29,5251.659820282413,459.3992297817715,11.431581682836322
201,346044,3766,779,360,4089245,170,29,5249.351732991014,444.21566110397947,11.817124411924496
952,329797,3033,622,286,4085326,124,29,6568.048231511254,530.2202572347267,12.387395882921918
567,523036,3766,779,360,4083132,170,29,5241.504492939666,671.4197689345315,7.8065983985805945
680,620159,3766,784,360,4080960,159,24,5205.306122448979,791.0191326530612,6.580505967018135
28,448196,3766,771,360,4080950,168,29,5293.060959792478,581.3177691309987,9.105279832930236
472,543274,3766,784,360,4080447,169,24,5204.651785714285,692.9515306122449,7.510845356118644
196,544939,3766,782,360,4079175,167,25,5216.3363171355495,696.8529411764706,7.485562604254788
728,355913,3766,777,360,4075915,155,32,5245.70785070785,458.06048906048903,11.45199810065943
225,435047,3766,782,360,4064054,168,29,5197.0,556.3260869565217,9.341643546559338
828,457911,3766,780,360,4055958,168,29,5199.946153846154,587.0653846153846,8.857524715501484
918,431296,3766,780,360,4046072,172,31,5187.271794871795,552.9435897435898,9.381195281198991
749,495780,3766,779,360,4042901,150,29,5189.860077021823,636.4313222079589,8.154627052321594
96,423364,3766,780,360,4037973,172,31,5176.888461538461,542.774358974359,9.537827968367646
452,375007,3766,784,360,4037476,159,24,5149.841836734694,478.32525510204084,10.766401693835048
521,332238,3766,779,360,4036010,150,29,5181.014120667523,426.4929396662388,12.147948157646026
997,322024,3766,781,360,4028334,193,27,5157.918053777209,412.3226632522407,12.509421658013068
481,372314,3766,781,360,4026351,193,27,5155.379001280409,476.7144686299616,10.814395913127091
285,367256,3766,781,360,4025996,193,27,5154.924455825864,470.2381562099872,10.962369573267694
139,319593,3033,622,286,4020701,124,29,6464.1495176848875,513.8151125401929,12.580691692246075
438,408975,3766,780,360,4019904,172,31,5153.723076923077,524.3269230769231,9.829216944801027
839,507297,3766,784,360,4019692,173,24,5127.158163265306,647.0625,7.92374486740509
1083,281668,3766,781,360,4019314,193,27,5146.368758002561,360.65044814340587,14.269686297342972
1074,433374,3766,780,360,4014070,172,31,5146.24358974359,555.6076923076923,9.262369223811303
277,332923,3033,622,286,4008491,124,29,6444.519292604502,535.2459807073955,12.04029460265587
440,457624,3766,777,360,4006273,155,32,5156.078507078507,588.9626769626769,8.754508067758684
499,573176,3766,777,360,4006203,155,32,5155.988416988417,737.6782496782497,6.989481415830391
495,306840,3766,777,360,4005216,155,32,5154.718146718146,394.9034749034749,13.053109112240907
314,445010,3766,779,360,4002280,170,29,5137.715019255455,571.2580231065468,8.993685535156514
130,448095,3766,781,360,3999550,193,27,5121.062740076824,573.7451984635084,8.925674243185039
816,578506,3766,779,360,3998667,170,29,5133.07702182285,742.6264441591784,6.912057956183687
712,357449,3033,622,286,3994137,124,29,6421.442122186495,574.676848874598,11.174005242705952
65,355602,3766,780,360,3988058,168,29,5112.8948717948715,455.9,11.214948172394982
98,351785,3766,779,360,3980584,170,29,5109.863928112965,451.5853658536585,11.315388660687637
835,505659,3766,769,360,3979293,170,29,5174.633289986996,657.553966189857,7.8695187863757985
893,514925,3033,622,286,3978679,124,29,6396.59003215434,827.8536977491962,7.726715541098218
181,416656,3033,623,286,3976421,124,29,6382.698234349919,668.7897271268058,9.54365471756077
650,412899,3033,622,286,3975207,124,29,6391.008038585209,663.8247588424438,9.627552985112581
1088,377930,3766,779,360,3960984,170,29,5084.703465982028,485.14762516046216,10.480734527558013
597,566742,3766,779,360,3957495,150,29,5080.224646983312,727.5250320924262,6.982886392750141
239,367741,3766,779,360,3950473,170,29,5071.210526315789,472.0680359435173,10.742541625763785
426,493761,3766,779,360,3948281,170,29,5068.396662387677,633.839537869063,7.996340334696341
58,319691,3033,623,286,3947427,124,29,6336.158908507223,513.1476725521669,12.347632557688518
337,299850,3766,781,360,3943779,193,27,5049.653008962868,383.93085787451986,13.152506253126564
875,366310,3766,779,360,3943035,150,29,5061.662387676508,470.23106546854945,10.764202451475526
915,319510,3033,622,286,3942303,124,29,6338.1077170418,513.6816720257235,12.33859034146036
322,428432,3766,782,360,3926557,167,25,5021.1726342711,547.8670076726343,9.164947996414833
215,304466,3033,621,286,3920679,124,29,6313.492753623188,490.28341384863126,12.877230955180545
1103,301204,3766,781,360,3920264,193,27,5019.544174135724,385.66453265044817,13.015311881648318
428,327530,3033,622,286,3910828,124,29,6287.5048231511255,526.5755627009646,11.94036576802125
132,362256,3033,622,286,3908185,124,29,6283.255627009647,582.4051446945338,10.788461750806059
222,440266,3766,784,360,3906246,173,24,4982.456632653061,561.5637755102041,8.872468007976996
170,423591,3766,779,360,3902355,170,29,5009.441591784339,543.7625160462131,9.212554091092587
326,326200,3766,779,360,3901936,150,29,5008.903722721438,418.74197689345317,11.9617903126916
548,307908,3766,769,360,3896082,193,27,5066.426527958388,400.4005201560468,12.653396469075178
542,330680,3033,622,286,3885411,124,29,6246.641479099679,531.6398713826367,11.749761098342809
188,341389,3766,779,360,3884836,150,29,4986.952503209242,438.2400513478819,11.37949963238417
1036,367372,3766,779,360,3884252,170,29,4986.202824133505,471.594351732991,10.57307579238483
2,457855,3766,784,360,3883858,167,25,4953.900510204082,583.9987244897959,8.482724880147645
577,457367,3766,784,360,3883479,159,24,4953.4170918367345,583.3762755102041,8.49094709500248
1107,416495,3033,623,286,3882362,124,29,6231.720706260032,668.5313001605136,9.321509261815867
339,513596,3766,756,360,3881031,150,29,5133.638888888889,679.3597883597884,7.5565833846057995
590,304273,3766,777,360,3872700,155,32,4984.169884169884,391.5997425997426,12.727714913909548
480,488793,3766,784,360,3869738,173,24,4935.890306122449,623.4604591836735,7.91692597889086
164,394629,3033,623,286,3868966,124,29,6210.218298555377,633.4333868378812,9.80405900225275
477,279830,3033,622,286,3864914,124,29,6213.688102893891,449.887459807074,13.811649930314834
265,392036,3766,779,360,3859812,150,29,4954.829268292683,503.25545571245186,9.845555000051016
483,507014,3766,780,360,3859771,168,29,4948.424358974359,650.0179487179487,7.612750338254959
664,469879,3766,780,360,3858158,168,29,4946.3564102564105,602.4089743589743,8.21096069413615
566,427157,3766,784,360,3845237,169,24,4904.639030612245,544.843112244898,9.001929033118971
531,470876,3766,784,360,3843117,169,24,4901.934948979592,600.6071428571429,8.161632786551024
446,494709,3766,779,360,3842157,170,29,4932.165596919127,635.0564826700898,7.766499093406427
781,524908,3766,780,360,3839505,168,29,4922.442307692308,672.9589743589744,7.314624658035313
286,335325,3766,779,360,3838772,167,25,4927.8202824133505,430.45571245186136,11.44791470961008
1106,437169,3766,784,360,3836971,159,24,4894.095663265306,557.6135204081633,8.776859749890775
268,468855,3766,784,360,3826840,209,24,4881.173469387755,598.0293367346939,8.162097023600047
867,360886,3766,880,360,3809715,159,24,4329.221590909091,410.0977272727273,10.556560797592592
568,323256,3766,781,360,3809325,193,27,4877.496798975672,413.90012804097313,11.78423602346128
766,329475,3033,622,286,3809093,124,29,6123.943729903537,529.7025723472669,11.56109871765688
601,307941,3766,781,360,3807976,193,27,4875.769526248399,394.29065300896286,12.365927239308828
220,500228,3766,776,360,3807392,170,29,4906.432989690722,644.6237113402062,7.61131324116203
40,515125,3766,776,360,3804215,170,29,4902.3389175257735,663.8208762886597,7.385032759039068
1035,450423,3766,780,360,3803794,172,31,4876.658974358975,577.4653846153847,8.444937314479944
1041,408015,3033,622,286,3801487,124,29,6111.715434083601,655.9726688102894,9.317027560261264
801,371915,3766,784,360,3798660,159,24,4845.2295918367345,474.3813775510204,10.213785407956118
274,925235,3766,932,360,3794012,193,27,4070.8283261802576,992.7414163090128,4.100592822364048
1047,407902,3766,776,360,3791124,170,29,4885.469072164949,525.6469072164948,9.294203019352688
805,356051,3033,622,286,3784390,124,29,6084.228295819936,572.4292604501608,10.628786325554485
39,490471,3766,779,360,3780153,170,29,4852.571245186136,629.6161745827984,7.707189619773646
1031,325598,3766,779,360,3773364,170,29,4843.85622593068,417.96919127086005,11.589026959625059
240,360447,3766,784,360,3772636,173,24,4812.035714285715,459.75382653061223,10.466548480081677
462,472848,3766,780,360,3769419,168,29,4832.588461538461,606.2153846153847,7.971735103035225
758,492895,3766,774,360,3768116,155,32,4868.3669250646,636.8152454780362,7.644865539313647
793,356672,3766,779,360,3764223,170,29,4832.121951219512,457.8587933247754,10.55373844877086
1012,321582,3033,622,286,3762920,124,29,6049.710610932476,517.0128617363345,11.701276812756934
461,370263,3766,777,360,3759643,155,32,4838.66537966538,476.5289575289575,10.153979738726257
966,475390,3766,779,360,3753283,170,29,4818.078305519897,610.2567394094993,7.895166074170681
194,324514,3766,777,360,3752516,155,32,4829.492921492922,417.6499356499356,11.563494949370444
845,277736,3766,776,360,3746964,170,29,4828.561855670103,357.9072164948454,13.491099461358989
212,361234,3766,784,360,3744115,159,24,4775.656887755102,460.7576530612245,10.364791243349186
904,319701,3033,622,286,3742423,124,29,6016.757234726688,513.9887459807074,11.706009677792688
1095,530065,3766,782,360,3739067,167,25,4781.415601023018,677.8324808184143,7.053978285681945
347,300454,3766,777,360,3732856,155,32,4804.190476190476,386.68468468468467,12.424051601909111
776,414825,3766,776,360,3728530,170,29,4804.806701030928,534.5682989690722,8.988199843307418
1,440523,3766,781,360,3716854,193,27,4759.096030729834,564.0499359795134,8.437366493917457
883,391539,3766,779,360,3714779,170,29,4768.650834403081,502.61745827984595,9.487634692840304
89,388237,3033,622,286,3714173,124,29,5971.33922829582,624.1752411575562,9.56676720662894
638,313767,3033,618,286,3713936,124,29,6009.605177993528,507.7135922330097,11.836604869218242
505,462013,3766,777,360,3711170,155,32,4776.280566280566,594.6113256113256,8.032609472027843
134,387764,3766,784,360,3705099,173,24,4725.8915816326535,494.5969387755102,9.555036052856892
924,350663,3766,779,360,3702496,170,29,4752.883183568678,450.14505776636713,10.558559072385737
584,338512,3766,781,360,3697954,193,27,4734.89628681178,433.43405889884764,10.92414449118495
636,445334,3033,623,286,3692957,124,29,5927.699839486357,714.8218298555378,8.292555699766917
174,298263,3033,622,286,3692528,124,29,5936.540192926045,479.5225080385852,12.38010748902814
671,369379,3033,622,286,3691881,124,29,5935.5,593.8569131832797,9.994831866456945
639,378581,3766,779,360,3688329,170,29,4734.697047496791,485.98331193838254,9.74250952900436
1028,425786,3766,779,360,3686723,170,29,4732.635430038511,546.5802310654685,8.658628982634468
217,504018,3766,784,360,3685496,169,24,4700.8877551020405,642.8801020408164,7.31223091238805
988,566446,3764,784,360,3683288,158,23,4698.071428571428,722.5076530612245,6.502452131359388
955,355771,3766,779,360,3676529,170,29,4719.5494223363285,456.7021822849807,10.333976068875765
408,361353,3766,777,360,3673481,155,32,4727.774774774774,465.0617760617761,10.165907021665795
778,497906,3033,622,286,3670582,124,29,5901.257234726688,800.491961414791,7.372038095544139
61,444241,3766,777,360,3668998,155,32,4722.005148005148,571.7387387387388,8.259026069183168
1038,319358,3033,622,286,3668097,124,29,5897.262057877813,513.4372990353697,11.485846604750781
598,453190,3033,622,286,3665006,124,29,5892.2926045016075,728.6012861736334,8.087129018733865
518,314185,3033,623,286,3653972,124,29,5865.123595505618,504.3097913322632,11.630001432277162
86,470659,3766,778,360,3652727,170,29,4695.021850899743,604.9601542416452,7.760877832995863
5,418588,3766,779,360,3642818,172,31,4676.274711168165,537.3401797175867,8.702633615870498
549,429407,3766,784,360,3639890,169,24,4642.716836734694,547.7130102040817,8.476550219255857
609,395622,3766,784,360,3636230,173,24,4638.048469387755,504.6198979591837,9.191172381717902
900,341494,3033,622,286,3635287,124,29,5844.512861736334,549.0257234726688,10.645244133132646
404,433625,3766,759,360,3631985,155,32,4785.223978919631,571.3109354413702,8.375866243874315
663,494265,3766,757,360,3623173,155,32,4786.2258916776755,652.9260237780713,7.330425986060109
611,305106,3033,622,286,3602813,124,29,5792.303858520901,490.524115755627,11.808397737179865
852,456050,3766,781,360,3597687,193,27,4606.513444302177,583.9308578745198,7.888799473741915
701,391641,3033,622,286,3594522,124,29,5778.974276527331,629.6479099678456,9.178104437482286
874,399658,3766,784,360,3593615,209,24,4583.692602040816,509.76785714285717,8.99172542523858
73,387402,3766,784,360,3588351,159,24,4576.978316326531,494.13520408163265,9.262603187386745
55,435992,3766,780,360,3587212,172,31,4598.989743589744,558.9641025641025,8.227701425714233
142,443045,3766,779,360,3586489,170,29,4603.965340179718,568.7355584082156,8.095089663578191
920,361808,3033,622,286,3585330,124,29,5764.196141479099,581.6848874598071,9.909482377393534
1067,305012,3033,622,286,3580348,124,29,5756.186495176848,490.37299035369773,11.738384063577826
514,375667,3033,622,286,3580238,124,29,5756.009646302251,603.9662379421222,9.530350017435655
547,275078,3033,622,286,3578049,124,29,5752.490353697749,442.2475884244373,13.007397901686067
422,364186,3766,784,360,3574303,159,24,4559.059948979592,464.5229591836735,9.814498635312725
706,326197,3033,622,286,3572311,124,29,5743.2652733118975,524.4324758842444,10.95139133713676
