Store,Customers,DayOfWeek,Open,Promo,Sales,SchoolHoliday,StateHoliday,AverageDailySales,AverageDailyCustomer,SalesPerCustomer,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
359,476709,3766,779,360,5337128,150,43,6851.255455712452,611.9499358151476,11.195777717643258,d,c,4370.0,,,0,,,
360,593128,3766,784,360,5437400,173,38,6935.459183673469,756.5408163265306,9.167329817509879,a,a,2040.0,6.0,2007.0,0,,,
361,497502,3766,780,360,4888169,168,43,6266.883333333333,637.8230769230769,9.82542582743386,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
362,898633,3766,781,360,7323168,193,41,9376.65556978233,1150.6184379001281,8.149231109919178,c,c,340.0,,,0,,,
363,734675,3766,784,360,5593213,173,38,7134.2002551020405,937.0854591836735,7.6131799775410895,a,a,250.0,9.0,2009.0,0,,,
364,437640,3766,771,360,3510451,150,43,4553.114137483787,567.6264591439689,8.021321177223289,a,c,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
365,364655,3033,621,286,3378609,124,39,5440.594202898551,587.2061191626409,9.265220550931703,c,a,2410.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
366,468724,3766,780,360,4833475,168,43,6196.76282051282,600.9282051282051,10.311985304784905,d,c,6470.0,12.0,2004.0,0,,,
367,425547,3766,784,360,4119323,159,38,5254.238520408163,542.7895408163265,9.68006589166414,d,c,2640.0,9.0,2012.0,0,,,
368,553908,3766,777,360,7526231,155,46,9686.268983268983,712.8803088803089,13.587510922391443,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
369,450860,3766,781,360,5354973,193,41,6856.559539052497,577.2855313700384,11.877241272235283,d,c,5870.0,4.0,2014.0,0,,,
370,495158,3766,779,360,5959072,170,43,7649.643132220795,635.6328626444159,12.034687917795935,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
371,425185,3766,781,360,5380900,193,41,6889.756722151088,544.4110115236875,12.655432341216176,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
372,591494,3766,779,360,6844455,170,43,8786.206675224646,759.2991014120668,11.571469871207485,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
373,245955,3766,777,360,3520201,155,46,4530.5032175032175,316.5444015444015,14.31237828057978,d,c,11120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
374,650513,3766,784,360,5495584,173,38,7009.673469387755,829.7359693877551,8.44807713297044,a,a,1150.0,9.0,2007.0,0,,,
375,592001,3766,780,360,7148220,168,43,9164.384615384615,758.975641025641,12.074675549534545,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
376,735270,3766,774,360,6548133,173,38,8460.12015503876,949.9612403100775,8.90575298869803,a,a,160.0,8.0,2012.0,0,,,
377,760021,3766,784,360,6129725,159,38,7818.526785714285,969.4145408163265,8.065204777236419,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
378,755752,3766,779,360,4927020,170,43,6324.801026957638,970.1566110397946,6.5193608485323224,a,c,2140.0,8.0,2012.0,0,,,
379,366551,3766,784,360,3059341,209,38,3902.220663265306,467.5395408163265,8.346290147892107,d,a,6630.0,,,0,,,
380,1075375,3766,779,360,11261676,170,43,14456.580231065469,1380.4557124518615,10.472324537951877,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
381,752849,3766,780,360,7021213,168,43,9001.555128205127,965.1910256410256,9.326190245321438,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
382,507968,3766,780,360,6228961,168,43,7985.847435897436,651.2410256410257,12.262506693335013,c,c,26130.0,11.0,2002.0,0,,,
383,1720249,3766,780,360,13489879,193,41,17294.716666666667,2205.4474358974358,7.841817667093543,a,c,350.0,,,0,,,
384,781105,3766,782,360,6937572,167,39,8871.575447570332,998.8554987212276,8.881740611057412,a,c,130.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
385,407132,3033,622,286,4570779,124,39,7348.519292604502,654.5530546623794,11.226774117485238,d,a,4580.0,9.0,2007.0,0,,,
386,502764,3766,779,360,6255013,170,43,8029.541720154044,645.3966623876765,12.44125076576684,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
387,915984,3766,766,360,7171744,170,43,9362.590078328982,1195.8015665796345,7.829551607888347,c,a,210.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
388,854131,3766,779,360,7990920,170,43,10257.920410783056,1096.4454428754814,9.355614068567936,a,a,2260.0,,,0,,,
389,992082,3766,784,360,8104523,169,38,10337.401785714286,1265.4107142857142,8.169206779278326,a,c,6690.0,8.0,2011.0,0,,,
390,832564,3766,780,360,9023552,173,38,11568.65641025641,1067.3897435897436,10.838268289284668,a,c,1600.0,4.0,2009.0,0,,,
391,530324,3766,768,360,4392619,170,43,5719.555989583333,690.5260416666666,8.282896870592317,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
392,559386,3766,779,360,5670675,170,43,7279.428754813864,718.0821566110397,10.137320204652958,a,a,2120.0,,,0,,,
393,457473,3766,779,360,4598489,170,43,5903.06675224647,587.2567394094993,10.051935305471579,d,c,4820.0,3.0,2008.0,0,,,
394,516922,3766,781,360,6523885,193,41,8353.245838668374,661.8719590268886,12.620637156089312,d,a,10850.0,,,0,,,
395,404811,3766,779,360,3107536,170,43,3989.1347881899874,519.6546854942234,7.676510766752879,a,a,3620.0,2.0,2013.0,0,,,
396,840769,3766,780,360,7973232,168,43,10222.092307692308,1077.9089743589743,9.48326115734524,a,c,23130.0,,,0,,,
397,584418,3766,779,360,4342834,170,43,5574.883183568678,750.2156611039794,7.431040796142487,a,c,130.0,,,1,27.0,2013.0,"Feb,May,Aug,Nov"
398,481859,3766,784,360,4309274,159,38,5496.522959183673,614.6160714285714,8.94301860087702,c,c,1540.0,,,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
399,351419,3033,622,286,3457604,124,39,5558.84887459807,564.9823151125402,9.838978541285474,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
400,938908,3766,782,360,6839152,167,39,8745.718670076727,1200.6496163682864,7.284155636121963,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
401,504539,3766,780,360,5480695,172,45,7026.532051282052,646.8448717948718,10.86277770400306,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
402,480033,3766,780,360,4569233,168,43,5857.991025641026,615.4269230769231,9.518581014221938,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
403,573879,3766,779,360,5817980,170,43,7468.523748395379,736.6867779204108,10.137990761118633,a,a,4970.0,7.0,2015.0,0,,,
404,433625,3766,759,360,3631985,155,46,4785.223978919631,571.3109354413702,8.375866243874315,a,c,1420.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
405,379921,3766,779,360,3521625,170,43,4520.699614890886,487.70346598202826,9.269361261946562,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
406,369296,3766,779,360,4760515,150,43,6111.059050064185,474.06418485237486,12.890784086478055,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
407,195715,3033,622,286,2417555,124,39,3886.744372990354,314.65434083601286,12.352425721074011,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
408,361353,3766,777,360,3673481,155,46,4727.774774774774,465.0617760617761,10.165907021665795,c,a,1560.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
409,424611,3766,781,360,4316867,193,41,5527.358514724712,543.6760563380282,10.166639583053666,d,c,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
410,624920,3766,779,360,5019781,170,43,6443.878048780488,802.2079589216945,8.032677782756192,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
411,547362,3766,781,360,7133158,193,41,9133.364916773367,700.8476312419974,13.031883835560379,d,c,8460.0,,,0,,,
412,401013,3033,622,286,5661520,124,39,9102.122186495177,644.7154340836013,14.118046048382471,d,c,4460.0,,,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
413,553592,3033,622,286,4390211,124,39,7058.2170418006435,890.0192926045016,7.930409037702857,a,c,760.0,9.0,2014.0,0,,,
414,378114,3766,781,360,5020250,193,41,6427.97695262484,484.14084507042253,13.277080457216607,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
415,406599,3766,780,360,4863171,150,43,6234.834615384615,521.2807692307692,11.960607379752533,d,c,6910.0,4.0,2005.0,0,,,
416,1096337,3766,784,360,8633413,169,38,11012.00637755102,1398.3890306122448,7.8747802910966245,a,c,4650.0,6.0,2014.0,0,,,
417,626318,3766,779,360,5946326,170,43,7633.281129653402,804.002567394095,9.49410044099004,a,c,840.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
418,428005,3766,776,360,4094061,170,43,5275.851804123711,551.5528350515464,9.565451338185301,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
419,668016,3766,784,360,4163948,173,38,5311.158163265306,852.0612244897959,6.2333057890828965,c,a,1620.0,9.0,2009.0,0,,,
420,250784,3033,622,286,2824092,124,39,4540.3408360128615,403.1897106109325,11.261053336735996,d,c,250.0,,,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
421,795282,3766,784,360,7517189,159,38,9588.251275510203,1014.390306122449,9.452230781031131,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
422,364186,3766,784,360,3574303,159,38,4559.059948979592,464.5229591836735,9.814498635312725,a,c,2880.0,,,0,,,
423,1776735,3766,942,360,10200356,173,38,10828.403397027601,1886.1305732484077,5.741067745049206,b,a,1270.0,5.0,2014.0,0,,,
424,602495,3766,779,360,5395164,170,43,6925.756097560976,773.421052631579,8.954703358534095,d,c,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
425,337080,3766,776,360,2512424,170,43,3237.659793814433,434.3814432989691,7.453494719354456,d,c,1460.0,,,0,,,
426,493761,3766,779,360,3948281,170,43,5068.396662387677,633.839537869063,7.996340334696341,a,a,250.0,,,0,,,
427,480391,3033,623,286,4761741,124,39,7643.243980738363,771.0930979133226,9.912219421263096,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
428,327530,3033,622,286,3910828,124,39,6287.5048231511255,526.5755627009646,11.94036576802125,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
429,267103,3033,622,286,3309752,124,39,5321.144694533762,429.4260450160772,12.391294743975171,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
430,435346,3033,622,286,5369397,124,39,8632.471061093247,699.9131832797427,12.333631180716027,d,c,12870.0,10.0,2008.0,0,,,
431,780912,3766,779,360,7419918,170,43,9524.926829268292,1002.4544287548139,9.501605814739689,d,c,4520.0,,,0,,,
432,1218907,3766,784,360,8610571,169,38,10982.871173469388,1554.7283163265306,7.06417388693313,a,a,810.0,5.0,2013.0,0,,,
433,530762,3766,862,360,4621066,159,38,5360.865429234339,615.7331786542924,8.706474841831179,a,c,30030.0,11.0,2010.0,0,,,
434,461312,3033,622,286,6160800,124,39,9904.823151125402,741.6591639871383,13.35495283018868,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
435,299263,3766,779,360,2553322,170,43,3277.6919127086007,384.1630295250321,8.532033696113452,a,a,910.0,,,0,,,
436,481058,3766,780,360,4297398,172,45,5509.484615384616,616.7410256410257,8.933222189424145,d,a,2300.0,,,0,,,
437,567017,3766,780,360,5746040,172,45,7366.717948717948,726.9448717948718,10.133805512004049,c,c,430.0,,,1,50.0,2010.0,"Jan,Apr,Jul,Oct"
438,408975,3766,780,360,4019904,172,45,5153.723076923077,524.3269230769231,9.829216944801027,d,c,1110.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
439,693947,3766,784,360,5719235,173,38,7294.942602040816,885.1364795918367,8.241602024362091,a,a,1350.0,9.0,2009.0,0,,,
440,457624,3766,777,360,4006273,155,46,5156.078507078507,588.9626769626769,8.754508067758684,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
441,545030,3766,779,360,4929786,170,43,6328.351732991014,699.6534017971759,9.04498101021962,d,a,2530.0,,,0,,,
442,358458,3766,777,360,3402587,155,46,4379.133848133848,461.33590733590734,9.492289194271017,c,a,500.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
443,381307,3766,780,360,4095855,172,45,5251.096153846154,488.8551282051282,10.741620269231879,d,a,11400.0,12.0,2005.0,0,,,
444,1105765,3766,777,360,9470625,172,45,12188.706563706564,1423.1209781209782,8.564771899996835,c,a,1700.0,11.0,2009.0,0,,,
445,1052928,3766,776,360,6673717,170,43,8600.150773195875,1356.8659793814434,6.338246299841964,a,a,240.0,,,0,,,
446,494709,3766,779,360,3842157,170,43,4932.165596919127,635.0564826700898,7.766499093406427,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
447,485603,3766,784,360,4161176,159,38,5307.622448979592,619.391581632653,8.569090388650812,a,c,1510.0,9.0,2013.0,0,,,
448,577957,3766,779,360,6609087,170,43,8484.065468549423,741.9216944801027,11.435257294227771,a,c,3970.0,9.0,2009.0,0,,,
449,1198781,3766,781,360,8789176,193,41,11253.74647887324,1534.93085787452,7.331761180732761,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
450,846853,3766,777,360,6830229,155,46,8790.513513513513,1089.900900900901,8.065424577819291,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
451,358216,3766,781,360,4248112,193,41,5439.3239436619715,458.66325224071704,11.859079438104384,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
452,375007,3766,784,360,4037476,159,38,5149.841836734694,478.32525510204084,10.766401693835048,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
453,811228,3766,887,360,6896821,159,38,7775.446448703495,914.5749718151071,8.501704822811837,a,c,75860.0,,,0,,,
454,551135,3766,780,360,4519416,168,43,5794.123076923077,706.5833333333334,8.200197773685213,a,a,26450.0,,,0,,,
455,359933,3766,777,360,5727571,155,46,7371.391248391248,463.23423423423424,15.912881008409899,d,c,7660.0,9.0,2010.0,0,,,
456,697454,3766,779,360,4822447,170,43,6190.5609756097565,895.3196405648267,6.914358509665154,a,c,140.0,,,0,,,
457,269133,3033,622,286,3010824,124,39,4840.5530546623795,432.6897106109325,11.187123095272598,d,c,13140.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
458,548787,3766,781,360,5921634,193,41,7582.117797695262,702.6722151088348,10.79040502052709,c,a,3390.0,,,0,,,
459,886078,3766,784,360,7194572,159,38,9176.75,1130.2015306122448,8.119569608996049,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
460,269319,3766,780,360,2914087,168,43,3736.0089743589742,345.28076923076924,10.820205778277804,a,a,34050.0,4.0,2008.0,0,,,
461,370263,3766,777,360,3759643,155,46,4838.66537966538,476.5289575289575,10.153979738726257,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
462,472848,3766,780,360,3769419,168,43,4832.588461538461,606.2153846153847,7.971735103035225,a,a,44320.0,8.0,2008.0,0,,,
463,755184,3766,779,360,4747749,170,43,6094.671373555841,969.4274711168164,6.286877105447149,a,a,4160.0,,,0,,,
464,1023585,3766,784,360,8343864,173,38,10642.683673469388,1305.593112244898,8.151608317824119,c,a,520.0,3.0,2009.0,0,,,
465,472261,3766,781,360,6062752,193,41,7762.806658130602,604.6875800256082,12.837714738248554,d,c,10890.0,4.0,2005.0,0,,,
466,588740,3766,779,360,6007933,170,43,7712.365853658536,755.7637997432606,10.20473044128138,a,c,3110.0,3.0,2003.0,0,,,
467,1257034,3766,779,360,10501035,170,43,13480.147625160462,1613.6508344030808,8.353819387542421,a,c,20390.0,4.0,2008.0,0,,,
468,591594,3766,784,360,5229014,159,38,6669.660714285715,754.5841836734694,8.838855701714351,c,c,5260.0,9.0,2012.0,0,,,
469,1192174,3766,784,360,9330742,173,38,11901.456632653062,1520.6301020408164,7.8266612088503855,c,c,710.0,9.0,2005.0,0,,,
470,1377377,3766,776,360,10174712,170,43,13111.742268041236,1774.9703608247423,7.387020401821723,a,c,50.0,,,0,,,
471,367107,3033,622,286,4422266,124,39,7109.752411575562,590.2041800643087,12.046258992609784,d,a,5300.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
472,543274,3766,784,360,4080447,169,38,5204.651785714285,692.9515306122449,7.510845356118644,c,c,5030.0,8.0,2011.0,0,,,
473,378998,3766,779,360,2767243,170,43,3552.3016688061616,486.5186136071887,7.301471247869382,a,a,50.0,,,0,,,
474,576183,3766,782,360,5885972,167,39,7526.818414322251,736.806905370844,10.215455853435454,c,a,14810.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
475,761981,3766,776,360,5023680,170,43,6473.81443298969,981.9342783505155,6.59292029591289,a,a,140.0,9.0,2005.0,0,,,
476,506843,3766,780,360,4564251,172,45,5851.6038461538465,649.7987179487179,9.005256065487735,d,a,8300.0,9.0,2006.0,0,,,
477,279830,3033,622,286,3864914,124,39,6213.688102893891,449.887459807074,13.811649930314834,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
478,548324,3766,784,360,5336648,173,38,6806.948979591837,699.3928571428571,9.732654416002218,d,c,1940.0,3.0,2012.0,0,,,
479,1039144,3766,782,360,8782548,168,43,11230.879795396419,1328.8286445012789,8.451714103146436,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
480,488793,3766,784,360,3869738,173,38,4935.890306122449,623.4604591836735,7.91692597889086,a,a,300.0,11.0,2012.0,0,,,
481,372314,3766,781,360,4026351,193,41,5155.379001280409,476.7144686299616,10.814395913127091,c,c,7470.0,,,1,44.0,2012.0,"Feb,May,Aug,Nov"
482,720149,3766,782,360,6517671,168,43,8334.617647058823,920.9066496163683,9.050447893422056,c,a,2550.0,10.0,2005.0,0,,,
483,507014,3766,780,360,3859771,168,43,4948.424358974359,650.0179487179487,7.612750338254959,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
484,580053,3766,784,360,6050653,159,38,7717.669642857143,739.8635204081633,10.431207148312309,a,c,14300.0,3.0,2011.0,0,,,
485,261854,3033,622,286,3029769,124,39,4871.011254019292,420.9871382636656,11.570451472958213,d,c,3270.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
486,405098,3766,779,360,3323793,170,43,4266.7432605905005,520.0231065468549,8.204910910446362,a,a,2320.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
487,530591,3766,784,360,5487451,159,38,6999.2997448979595,676.7742346938776,10.342148660644451,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
488,304193,3766,784,360,2890074,159,38,3686.3188775510203,388.0012755102041,9.500790616483615,a,c,2890.0,4.0,2014.0,0,,,
489,506711,3766,780,360,5698967,168,43,7306.367948717949,649.6294871794872,11.246977073716575,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
490,661634,3033,622,286,5131331,124,39,8249.728295819936,1063.7202572347267,7.7555430948228175,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
491,409706,3766,777,360,5242001,155,46,6746.462033462033,527.2921492921492,12.794542916139866,d,c,4680.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
492,709936,3033,614,286,4825503,124,39,7859.125407166124,1156.2475570032573,6.797095794550494,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
493,629636,3766,779,360,6462326,170,43,8295.668806161746,808.2618741976894,10.263590391908975,d,c,1150.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
494,1016989,3766,942,360,7205637,173,38,7649.296178343949,1079.6061571125265,7.085265425683071,b,a,1260.0,6.0,2011.0,0,,,
495,306840,3766,777,360,4005216,155,46,5154.718146718146,394.9034749034749,13.053109112240907,d,a,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
496,650918,3766,784,360,6059458,173,38,7728.900510204082,830.2525510204082,9.309095769359581,d,c,2780.0,6.0,2015.0,0,,,
497,871875,3766,781,360,7077518,193,41,9062.122919334188,1116.3572343149808,8.117583369175627,a,c,1610.0,,,0,,,
498,550201,3033,622,286,4351844,124,39,6996.5337620578775,884.5675241157556,7.909553054247448,a,a,990.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
499,573176,3766,777,360,4006203,155,46,5155.988416988417,737.6782496782497,6.989481415830391,c,c,450.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
500,246036,3033,622,286,3330211,124,39,5354.036977491962,395.55627009646304,13.535462290071372,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
501,365618,3033,622,286,3345228,124,39,5378.180064308682,587.8102893890675,9.14951670869596,a,c,1620.0,9.0,2006.0,0,,,
502,1176212,3766,774,360,8377408,193,41,10823.524547803618,1519.653746770026,7.1223622952324925,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
503,367061,3766,780,360,5224595,168,43,6698.198717948718,470.5910256410256,14.233587877764187,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
504,747470,3766,784,360,5231756,209,38,6673.158163265306,953.405612244898,6.999285590057126,c,c,820.0,,,0,,,
505,462013,3766,777,360,3711170,155,46,4776.280566280566,594.6113256113256,8.032609472027843,a,a,350.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
506,655686,3766,779,360,5905867,170,43,7581.344030808729,841.7021822849807,9.00715738936015,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
507,517083,3766,779,360,6587045,170,43,8455.770218228497,663.777920410783,12.738854303854508,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
508,514110,3766,776,360,5251735,170,43,6767.6997422680415,662.5128865979382,10.215197136799517,a,c,1280.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
509,404802,3766,781,360,4783674,193,41,6125.062740076824,518.3124199743918,11.817318096254466,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
510,656074,3766,779,360,6385260,170,43,8196.739409499358,842.2002567394095,9.73253017190134,a,c,8260.0,,,0,,,
511,635509,3766,784,360,4439259,209,38,5662.320153061224,810.5982142857143,6.985359766738158,a,a,2060.0,9.0,2009.0,0,,,
512,959539,3033,745,286,4105679,124,39,5510.978523489933,1287.971812080537,4.278803675515013,b,b,590.0,,,1,5.0,2013.0,"Mar,Jun,Sept,Dec"
513,1643527,3766,784,360,14252406,173,38,18179.089285714286,2096.3354591836733,8.671841716016834,a,a,400.0,8.0,2013.0,0,,,
514,375667,3033,622,286,3580238,124,39,5756.009646302251,603.9662379421222,9.530350017435655,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
515,575142,3766,779,360,7056301,170,43,9058.152759948653,738.3080872913993,12.268797966415251,d,c,11260.0,,,1,9.0,2011.0,"Feb,May,Aug,Nov"
516,592467,3766,779,360,4579807,170,43,5879.084724005134,760.5481386392811,7.730062602642848,a,c,20.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
517,494050,3766,759,360,4525491,193,41,5962.438735177866,650.9222661396575,9.159985831393584,a,c,22490.0,,,0,,,
518,314185,3033,623,286,3653972,124,39,5865.123595505618,504.3097913322632,11.630001432277162,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
519,438316,3766,784,360,4160155,159,38,5306.320153061224,559.0765306122449,9.491223227078182,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
520,323837,3766,784,360,3033870,159,38,3869.7321428571427,413.0573979591837,9.368509466182061,a,c,6900.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
521,332238,3766,779,360,4036010,150,43,5181.014120667523,426.4929396662388,12.147948157646026,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
522,394373,3033,623,286,5122860,124,39,8222.889245585875,633.0224719101124,12.98988521019441,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
523,1397803,3766,784,360,12175995,173,38,15530.605867346938,1782.9119897959183,8.710809033891042,c,c,50.0,11.0,2013.0,0,,,
524,721100,3766,881,360,6793232,159,38,7710.819523269012,818.5017026106697,9.420651781999723,a,c,40860.0,9.0,2013.0,0,,,
525,685569,3766,783,360,8012460,173,38,10233.026819923372,875.5670498084291,11.687313749600696,d,c,1870.0,9.0,2013.0,0,,,
526,1139140,3766,782,360,8312841,167,39,10630.231457800512,1456.700767263427,7.297470899099321,a,a,120.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
527,781383,3766,781,360,8383796,170,43,10734.693982074265,1000.4903969270166,10.729432301445001,d,c,5830.0,4.0,2008.0,0,,,
528,744295,3766,779,360,8338762,170,43,10704.444159178434,955.4492939666238,11.203571164659174,a,c,20620.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
529,596775,3766,784,360,6133846,159,38,7823.783163265306,761.1926020408164,10.278322650915337,d,c,12920.0,9.0,2012.0,0,,,
530,680230,3766,906,360,4198697,159,38,4634.323399558499,750.8057395143488,6.172466665686606,a,c,18160.0,,,0,,,
531,470876,3766,784,360,3843117,169,38,4901.934948979592,600.6071428571429,8.161632786551024,a,c,4030.0,,,0,,,
532,996269,3766,779,360,8487100,170,43,10894.865211810013,1278.9075738125803,8.518883956039986,a,c,1070.0,8.0,2010.0,0,,,
533,701034,3766,777,360,7505547,155,46,9659.648648648648,902.2316602316603,10.706395124915481,a,c,5950.0,,,0,,,
534,354298,3033,623,286,4684684,124,39,7519.556982343499,568.6966292134831,13.222439867004612,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
535,718716,3766,779,360,6322186,170,43,8115.771501925546,922.6136071887034,8.796500982307338,a,a,3570.0,4.0,2007.0,0,,,
536,687884,3766,779,360,6484095,170,43,8323.613607188703,883.0346598202824,9.426145978100958,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
537,469489,3766,777,360,4335799,155,46,5580.178893178893,604.2329472329473,9.235145019372126,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
538,445253,3766,784,360,3025475,159,38,3859.0242346938776,567.9247448979592,6.7949570244333,a,a,990.0,2.0,2010.0,0,,,
539,710498,3033,622,286,7035419,124,39,11310.963022508038,1142.2797427652733,9.90209543165498,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
